Tcrit,elite_fracture_prob,time_to_elite_fracture,weeks_below_elite_crit,avg_loyal,peak_protest,end_displaced_m,mean_elite,min_elite,mean_stab,min_stab
61.0,1.0,76.0,80.0,0.02218382378342197,1.0,2.2906307720931816,0.40264522084658416,0.31054939738201054,0.3072904477468584,0.0
94.0,1.0,113.0,43.0,0.021599792807206288,1.0,2.1190664006968247,0.47302586352617154,0.32646271042233493,0.5096127906838387,0.0
157.0,0.0,157.0,0.0,0.6457419667067378,0.5262178661056629,0.33697214581437346,0.6146200005681555,0.5836081706593556,0.9841809964653772,0.647313025661575
109.0,1.0,122.0,34.0,0.025188823927580806,1.0,1.806643440847278,0.46209127135736083,0.30305054848391905,0.5532606274948867,0.0
157.0,0.0,157.0,0.0,0.27689324721741226,0.5122923107543148,0.7402759435028359,0.6083060498484255,0.5970396670548787,0.9879235701946895,0.6546675341799376
157.0,0.0,157.0,0.0,0.6436405621947764,0.6127320520293764,0.46897284008106893,0.6004222820700286,0.5716353647808032,0.9876537831998098,0.6553022063940656
56.0,1.0,69.0,87.0,0.01903773756016845,1.0,2.298567167923334,0.39639566896876494,0.31082184126975876,0.2802525269516008,0.0
157.0,0.0,157.0,0.0,0.4935173845768732,0.16694740821286008,0.2731051700511518,0.6265774105369456,0.6036846148625747,0.9901462845153679,0.6591422372956357
79.0,1.0,95.0,61.0,0.021348231055412274,1.0,2.197650280510724,0.4428728433693371,0.3129566209333354,0.4326729918220552,0.0
157.0,0.0,157.0,0.0,0.02067156167562046,0.9177450473845234,1.2996271924654823,0.562176599694603,0.47210299242463066,0.8635838418090441,0.497946680355085
